created_at,vendor_name,brand_name,title,sku,handle,inventory_quantity,original_price,discounted_price,category_names,image_links,main_category
54:01.2,MZ Electonics,Ecostar,EcoStar Duke Series 1.5 TON Inverter Grey Split AC (Heat & Cool) 18DUGC ON INSTALLMENTS,MZ-ECOSTAR-18DUGC-INST,ecostar-duke-series-15-ton-inverter-grey-split-ac-heat-cool-18dugc-on-installments,5,163900,154900,"AC, AC 2025, Electronics, HC Electronics, Home appliances, MZ AC, MZ Appliances",https://cdn.comverseglobal.com/alfa/products/product_images/ecostar-es-12du01gc_130525115240896198.png,Electronics
53:56.2,MZ Electonics,Ecostar,EcoStar Duke Series 1.5 TON Inverter Black Split AC (Heat & Cool) 18DUBC ON INSTALLMENTS,MZ-ECOSTAR-18DUBC-INST,ecostar-duke-series-15-ton-inverter-black-split-ac-heat-cool-18dubc-on-installments,6,163900,154900,"AC, AC 2025, Electronics, HC Electronics, Home appliances, MZ AC, MZ Appliances",https://cdn.comverseglobal.com/alfa/products/product_images/ecostar-es-12du01bc_130525114431526406.png,Electronics
53:54.6,MZ Electonics,Ecostar,EcoStar Duke Series 1 TON Inverter Black Split AC (Heat & Cool) 12DUBC ON INSTALLMENTS,MZ-ECOSTAR-12DUBC-INST,ecostar-duke-series-1-ton-inverter-black-split-ac-heat-cool-12dubc-on-installments,6,134900,127900,"AC, AC 2025, Electronics, HC Electronics, Home appliances, MZ AC, MZ Appliances",https://cdn.comverseglobal.com/alfa/products/product_images/ecostar-es-12du01bc_130525113933614815.png,Electronics
53:53.4,MZ Electonics,Ecostar,EcoStar Emperor Series 1.5 TON Inverter Split AC (Heat & Cool) 18EMW ON INSTALLMENTS,MZ-ECOSTAR-18EM-W-INST,ecostar-emperor-series-15-ton-inverter-split-ac-heat-cool-18emw-on-installments,5,162900,152900,"AC, AC 2025, Electronics, HC Electronics, Home appliances, MZ AC, MZ Appliances",https://cdn.comverseglobal.com/alfa/products/product_images/ecostar-12em01ws_130525112915439531.png,Electronics
53:51.8,MZ Electonics,Ecostar,ECOSTAR 1.5 TON DUKE SERIES DC INVERTER AC Model ES-18DU01WG ON INSTALLMENTS,MZ-ECOSTAR-18DUWG-INST,ecostar-15-ton-duke-series-dc-inverter-ac-model-es-18du01wg-on-installments-9,6,162900,152900,"AC, AC 2025, Electronics, HC Electronics, Home appliances, MZ AC, MZ Appliances",https://cdn.comverseglobal.com/alfa/products/product_images/ecostar-es-12du01wg_130525112318386961.png,Electronics
53:50.4,MZ Electonics,Ecostar,EcoStar Duke Series 1 TON Inverter White Split AC (Heat & Cool) 12DUWG ON INSTALLMENTS,MZ-ECOSTAR-12DUWG-INST,ecostar-duke-series-1-ton-inverter-white-split-ac-heat-cool-12duwg-on-installments,5,132900,125900,"AC, AC 2025, Electronics, HC Electronics, Home appliances, MZ AC, MZ Appliances",https://cdn.comverseglobal.com/alfa/products/product_images/ecostar-es-12du01wg_130525111653353485.png,Electronics
53:49.0,MZ Electonics,Orient,ORIENT 1.5 TON ULTRON ECOMFORT DC INVERTER AC Model 18X ETECH IMPRINT WHITE ON INSTALLMENTS,MZ-ORIENT-ETECH18X-INST,orient-15-ton-ultron-ecomfort-dc-inverter-ac-model-18x-etech-imprint-white-on-installments-9,7,197900,188900,"AC, AC 2025, Electronics, HC Electronics, Home appliances, MZ AC, MZ Appliances, Orient AC 01",https://cdn.comverseglobal.com/alfa/products/product_images/orient-24x-etech-imprint_120525203118605408.png,Electronics
46:08.5,Pak Mobiles,Xioami,Xiaomi Redmi A5 - 4GB RAM - 64GB ROM - Blue - (Installments),redmi-a5blue64gb-inst,xiaomi-redmi-a5-4gb-ram-64gb-rom-blue-installments,5,25999,25999,"Mobile Phones & Tablets, Smart phones, Xiaomi",https://cdn.comverseglobal.com/alfa/products/product_images/redmi-a5-blue_090525184912155554.jpg,Mobile Phones & Tablets
46:07.7,Pak Mobiles,Xioami,Xiaomi Redmi A5 - 4GB RAM - 64GB ROM - Black - (Installments),redmi-a5black64gb-inst,xiaomi-redmi-a5-4gb-ram-64gb-rom-black-installments,5,25999,25999,"Mobile Phones & Tablets, Smart phones, Xiaomi",https://cdn.comverseglobal.com/alfa/products/product_images/redmi-a5-black_090525184723710543.jpg,Mobile Phones & Tablets
46:06.7,Pak Mobiles,Samsung,Samsung Galaxy Note 20 Ultra - 12GB RAM - 256GB ROM - PTA APPROVED - Black - (Pak Mobiles),used-note20ultra-insr,samsung-galaxy-note-20-ultra-12gb-ram-256gb-rom-pta-approved-black-pak-mobiles,5,179999,179999,"Mobile Phones & Tablets, Samsung, Smart phones, Used Phones",https://cdn.comverseglobal.com/alfa/products/product_images/black-note-20-ultra-12-256gb-kit-non-pta_020525160732533606.jpg,Mobile Phones & Tablets
46:05.4,Pak Mobiles,Apple,APPLE IPHONE 11 - 128GB - PTA APPROVED - Physical + Esim - White - (Pak Mobiles),used-11white128gb-inst,apple-iphone-11-128gb-pta-approved-physical-esim-white-pak-mobiles,5,111999,111999,"Apple, Mobile Phones & Tablets, Smart phones, Used Phones","https://cdn.comverseglobal.com/alfa/products/product_images/11-white-128gb-80-battery-pta-box_020525160253476619.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/11-white-front_020525160255211065.jpg",Mobile Phones & Tablets
46:04.6,Pak Mobiles,Apple,APPLE IPHONE 13 PRO - 128GB - PTA Approved - Physical +Esim - Gray - (Pak Mobiles),used-13progray128gb-inst,apple-iphone-13-pro-128gb-pta-approved-physical-esim-gray-pak-mobiles,5,249999,249999,"Apple, Mobile Phones & Tablets, Smart phones, Used Phones","https://cdn.comverseglobal.com/alfa/products/product_images/13-pro-2_020525155726703898.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/13-pro-gray-128gb-85-battery-kit_020525155728957376.jpg",Mobile Phones & Tablets
46:03.5,Pak Mobiles,Xioami,Xiaomi Smart Band 9 Pro -  (Pak Mobiles),xiaomi-smartband9pro-inst,xiaomi-smart-band-9-pro-pak-mobiles,5,22999,22999,"Mobile Phones & Tablets, Smartwatches",https://cdn.comverseglobal.com/alfa/products/product_images/buds-9-pro-silver_010525165755747904.jpg,Watches
46:02.4,Pak Mobiles,Xioami,Xiaomi Sound Outdoor 30W Speaker - (Pak Mobiles),xiaomi-soundoutdoor-inst,xiaomi-sound-outdoor-30w-speaker-pak-mobiles,5,16999,16999,"Acessories, Mobile Phones & Tablets, portable speaker",https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-sound-outdoor_010525165405846299.jpg,Mobile Phones & Tablets
46:01.6,Pak Mobiles,Xioami,Xiaomi Smart Speaker IR Control - (Pak Mobiles),xiaomi-speakerir-inst,xiaomi-smart-speaker-ir-control-pak-mobiles,5,11500,11500,"Acessories, Mobile Phones & Tablets, portable speaker",https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-smart-speaker-ir-control_010525165116891687.jpg,Mobile Phones & Tablets
46:00.6,Pak Mobiles,Xioami,Xiaomi Desktop Speaker - (Pak Mobiles),xiaomi-desktopspeaker-inst,xiaomi-desktop-speaker-pak-mobiles,5,16999,16999,"Acessories, Mobile Phones & Tablets, portable speaker",https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-desktop-speaker_010525164913059825.jpg,Mobile Phones & Tablets
45:59.5,Pak Mobiles,Xioami,Xiaomi Bluetooth Speaker - (Pak Mobiles),xiaomi-bluetoothspeaker-inst,xiaomi-bluetooth-speaker-pak-mobiles,5,23999,23999,"Acessories, Mobile Phones & Tablets, portable speaker",https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-bluetooth-speaker_010525164701158463.jpg,Mobile Phones & Tablets
45:58.7,Pak Mobiles,Xioami,Mi Smart Speaker (Audio EFX) - (Pak Mobiles),mi-speaker-inst,mi-smart-speaker-audio-efx-pak-mobiles,5,16999,16999,"Acessories, Mobile Phones & Tablets, portable speaker",https://cdn.comverseglobal.com/alfa/products/product_images/mi-smart-speaker-audioefx_010525164438932715.jpg,Mobile Phones & Tablets
45:57.9,Pak Mobiles,Xioami,Redmi Power Bank 3 20000mAh - (Pak Mobiles),redmi-pb320kmah-inst,redmi-power-bank-3-20000mah-pak-mobiles,5,9999,9999,"Acessories, Mobile Phones & Tablets, Power bank",https://cdn.comverseglobal.com/alfa/products/product_images/redmi-power-bank-3-20000mah_010525164157054232.jpg,Mobile Phones & Tablets
45:07.6,PriceOye Private Lim,Infinix,Infinix Note 40 Pro 12GB 256GB Easy Monthly Installment By Priceoye,infinix_note_40_pro_12,infinix-note-40-pro-12gb-256gb-easy-monthly-installment-by-priceoye,10,0,71277,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-note-40-pro-12gb-256gb-alfa-mall_130525113401966189.jpg,Mobile Phones & Tablets
45:06.3,PriceOye Private Lim,Infinix,Infinix Note 40 8GB 256GB Easy Monthly Installment By Priceoye,infinix_note_40_14,infinix-note-40-8gb-256gb-easy-monthly-installment-by-priceoye,10,0,54554,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-note-40-8gb-256gb-alfa-mall_130525112836135595.jpg,Mobile Phones & Tablets
45:04.7,PriceOye Private Lim,Infinix,Infinix Note 40 Pro Plus 12GB 256GB Easy Monthly Installment By Priceoye,infinix_note_40_Pro_Plus_11,infinix-note-40-pro-plus-12gb-256gb-easy-monthly-installment-by-priceoye,10,0,83666,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-note-40-pro-plus-12gb-256gb_130525103646611460.jpg,Mobile Phones & Tablets
45:04.7,PriceOye Private Lim,Infinix,Infinix Note 40 Pro Plus 12GB 256GB Easy Monthly Installment By Priceoye,infinix_note_40_Pro_Plus_13,infinix-note-40-pro-plus-12gb-256gb-easy-monthly-installment-by-priceoye,10,0,83666,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-note-40-pro-plus-12gb-256gb_130525103646611460.jpg,Mobile Phones & Tablets
45:03.4,PriceOye Private Lim,Infinix,Infinix Zero 40 4G 8GB 256GB Easy Monthly Installment By Priceoye,Infinix_zero_40_4g_11,infinix-zero-40-4g-8gb-256gb-easy-monthly-installment-by-priceoye,10,0,65332,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-zero-40-4g-8gb-256gb-alfa-mall_130525103203219894.jpg,Mobile Phones & Tablets
45:03.4,PriceOye Private Lim,Infinix,Infinix Zero 40 4G 8GB 256GB Easy Monthly Installment By Priceoye,Infinix_zero_40_4g_12,infinix-zero-40-4g-8gb-256gb-easy-monthly-installment-by-priceoye,10,0,65332,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-zero-40-4g-8gb-256gb-alfa-mall_130525103203219894.jpg,Mobile Phones & Tablets
45:03.4,PriceOye Private Lim,Infinix,Infinix Zero 40 4G 8GB 256GB Easy Monthly Installment By Priceoye,Infinix_zero_40_4g_13,infinix-zero-40-4g-8gb-256gb-easy-monthly-installment-by-priceoye,10,0,65332,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-zero-40-4g-8gb-256gb-alfa-mall_130525103203219894.jpg,Mobile Phones & Tablets
45:01.8,PriceOye Private Lim,Infinix,Infinix Hot 50i 6GB 128GB Easy Monthly Installment By Priceoye,Infinix_hot_50i_11,infinix-hot-50i-6gb-128gb-easy-monthly-installment-by-priceoye,10,0,31110,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-hot-50i-6gb-128gb-alfa-mall_130525102730967475.jpg,Mobile Phones & Tablets
45:01.8,PriceOye Private Lim,Infinix,Infinix Hot 50i 6GB 128GB Easy Monthly Installment By Priceoye,Infinix_hot_50i_12,infinix-hot-50i-6gb-128gb-easy-monthly-installment-by-priceoye,10,0,31110,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-hot-50i-6gb-128gb-alfa-mall_130525102730967475.jpg,Mobile Phones & Tablets
45:00.6,PriceOye Private Lim,Infinix,Infinix Hot 50 Pro 8GB 128GB Easy Monthly Installment By Priceoye,Infinix_hot_50_pro_11,infinix-hot-50-pro-8gb-128gb-easy-monthly-installment-by-priceoye,10,0,42221,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-hot-50-pro-8gb-128gb-alfa-mall_130525102300124519.jpg,Mobile Phones & Tablets
45:00.6,PriceOye Private Lim,Infinix,Infinix Hot 50 Pro 8GB 128GB Easy Monthly Installment By Priceoye,Infinix_hot_50_pro_12,infinix-hot-50-pro-8gb-128gb-easy-monthly-installment-by-priceoye,10,0,42221,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-hot-50-pro-8gb-128gb-alfa-mall_130525102300124519.jpg,Mobile Phones & Tablets
45:00.6,PriceOye Private Lim,Infinix,Infinix Hot 50 Pro 8GB 128GB Easy Monthly Installment By Priceoye,Infinix_hot_50_pro_13,infinix-hot-50-pro-8gb-128gb-easy-monthly-installment-by-priceoye,10,0,42221,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-hot-50-pro-8gb-128gb-alfa-mall_130525102300124519.jpg,Mobile Phones & Tablets
44:59.5,PriceOye Private Lim,Infinix,Infinix Hot 50 Pro Plus 8GB 256GB Easy Monthly Installment By Priceoye,infinix_hot_50_Pro_Plus_11,infinix-hot-50-pro-plus-8gb-256gb-easy-monthly-installment-by-priceoye,10,0,55721,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-hot-50-pro-plus-8gb-256gb-alfa-mall_120525160958575720.jpg,Mobile Phones & Tablets
44:58.7,PriceOye Private Lim,Infinix,Infinix Smart 9 HD 4GB 64GB Easy Monthly Installment By Priceoye,Infinix_Smart_9_HD_14,infinix-smart-9-hd-4gb-64gb-easy-monthly-installment-by-priceoye,5,0,24000,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-smart-9-hd-4gb-64gb-alfa-mall_120525160426478837.jpg,Mobile Phones & Tablets
44:57.8,PriceOye Private Lim,Infinix,Infinix Smart 9 4GB 128GB Easy Monthly Installment By Priceoye,Infinix_Smart_9_12,infinix-smart-9-4gb-128gb-easy-monthly-installment-by-priceoye,10,0,28443,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-smart-9-4gb-128gb-alfa-mall_120525153733213191.jpg,Mobile Phones & Tablets
44:57.8,PriceOye Private Lim,Infinix,Infinix Smart 9 4GB 128GB Easy Monthly Installment By Priceoye,Infinix_Smart_9_13,infinix-smart-9-4gb-128gb-easy-monthly-installment-by-priceoye,10,0,28443,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-smart-9-4gb-128gb-alfa-mall_120525153733213191.jpg,Mobile Phones & Tablets
44:57.8,PriceOye Private Lim,Infinix,Infinix Smart 9 4GB 128GB Easy Monthly Installment By Priceoye,Infinix_Smart_9_14,infinix-smart-9-4gb-128gb-easy-monthly-installment-by-priceoye,10,0,28443,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-smart-9-4gb-128gb-alfa-mall_120525153733213191.jpg,Mobile Phones & Tablets
44:57.0,PriceOye Private Lim,Infinix,Infinix Hot 50 8GB 128GB Easy Monthly Installment By Priceoye,infinix_hot_50_12,infinix-hot-50-8gb-128gb-easy-monthly-installment-by-priceoye,10,0,40554,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-hot-50-8gb-128gb_120525151554030353.jpg,Mobile Phones & Tablets
44:57.0,PriceOye Private Lim,Infinix,Infinix Hot 50 8GB 128GB Easy Monthly Installment By Priceoye,infinix_hot_50_13,infinix-hot-50-8gb-128gb-easy-monthly-installment-by-priceoye,10,0,40554,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-hot-50-8gb-128gb_120525151554030353.jpg,Mobile Phones & Tablets
44:56.3,PriceOye Private Lim,Infinix,Infinix Note 50 Pro 12GB 256GB Easy Monthly Installment By Priceoye,infinix_note50_Pro_11,infinix-note-50-pro-12gb-256gb-easy-monthly-installment-by-priceoye,10,0,85332,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-note-50-pro-12-gb-256gb-alfa-mall_120525150617351420.jpg,Mobile Phones & Tablets
44:55.4,PriceOye Private Lim,Infinix,Infinix Note 50 8GB 256GB Easy Monthly Installment By Priceoye,infinix_note50_11,infinix-note-50-8gb-256gb-easy-monthly-installment-by-priceoye,10,0,68332,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-note-50-8gb-256gb-alfa-mall_120525130746868320.jpg,Mobile Phones & Tablets
44:55.4,PriceOye Private Lim,Infinix,Infinix Note 50 8GB 256GB Easy Monthly Installment By Priceoye,infinix_note50_12,infinix-note-50-8gb-256gb-easy-monthly-installment-by-priceoye,10,0,68332,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-note-50-8gb-256gb-alfa-mall_120525130746868320.jpg,Mobile Phones & Tablets
44:55.4,PriceOye Private Lim,Infinix,Infinix Note 50 8GB 256GB Easy Monthly Installment By Priceoye,infinix_note50_13,infinix-note-50-8gb-256gb-easy-monthly-installment-by-priceoye,10,0,68332,"Infinix, Mobile Phones & Tablets, Smart phones",https://cdn.comverseglobal.com/alfa/products/product_images/infinix-note-50-8gb-256gb-alfa-mall_120525130746868320.jpg,Mobile Phones & Tablets
43:47.7,ECO PRODUCTS XIAOMI,Xioami,XIAOMI SMART STANDING FAN 2 PRO,SL_StndFan_2pro,xiaomi-smart-standing-fan-2-pro,10,40000,35999,"Electronics, Fans, Home appliances",https://cdn.comverseglobal.com/alfa/products/product_images/smart-standing-fan-2-pro-post_120525191648436533.jpg,Electronics
43:45.7,ECO PRODUCTS XIAOMI,Xioami,XIAOMI SMART AIR FRYER 6.5 LITER,SL_SAF_6.5L,xiaomi-smart-air-fryer-65-liter,10,55000,49999,"Air fryer, Electronics, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/air-fryer-65-l_120525192835910143.jpg,Electronics
43:44.6,ECO PRODUCTS XIAOMI,Xioami,XIAOMI SMART AIR FRYER 5.5 LITER,SL_SAF_5.5L,xiaomi-smart-air-fryer-55-liter,10,50000,45999,"Air fryer, Electronics, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-smart-air-fryer-55-liter_120525191753871358.jpg,Electronics
43:43.6,ECO PRODUCTS XIAOMI,Xioami,XIAOMI SMART AIR FRYER 4.5L,SL_SAF_4.5L,xiaomi-smart-air-fryer-45l,10,45000,37500,"Air fryer, Electronics, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/air-fryer-45_120525193052317029.jpg,Electronics
43:42.1,ECO PRODUCTS XIAOMI,Xioami,XIAOMI ROBOT VACUUM X10,SL_vaccum_X10,xiaomi-robot-vacuum-x10,10,93999,93999,"Electronics, Home appliances, Vaccum cleaner",https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-robot-vacuum-x10_120525191848528708.jpg,Electronics
43:40.6,ECO PRODUCTS XIAOMI,Xioami,XIAOMI ROBOT VACUUM E10C,SL_vaccum_E10C,xiaomi-robot-vacuum-e10c,10,47999,47999,"Electronics, Home appliances, Vaccum cleaner",https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-robot-vacuum-e10c-post_120525192006666977.jpg,Electronics
43:37.7,ECO PRODUCTS XIAOMI,Xioami,XIAOMI MICROWAVE OVEN,SL_MWO,xiaomi-microwave-oven,10,35000,23999,"Electronics, Kitchen appliances, Oven",https://cdn.comverseglobal.com/alfa/products/product_images/microwave-oven-eu-post_120525192047860475.jpg,Electronics
43:36.3,ECO PRODUCTS XIAOMI,Xioami,XIAOMI INDUCTION COOKER LITE,SL_ind-cooker_lite,xiaomi-induction-cooker-lite,10,25000,23999,"Cooking range, Electronics, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-induction-cooker-lite_120525192105612735.jpg,Electronics
43:34.9,ECO PRODUCTS XIAOMI,Xioami,XIAOMI DESKTOP HEATER,SL_desktop-heater,xiaomi-desktop-heater,10,12000,9999,"Electronics, Heaters, Home appliances",https://cdn.comverseglobal.com/alfa/products/product_images/desktop-heater-post_120525192123003572.jpg,Electronics
43:32.9,ECO PRODUCTS XIAOMI,Xioami,XIAOMI AIR FRYER ESSENTIAL 6L,SL_SAF_6L,xiaomi-air-fryer-essential-6l,10,29999,27000,"Air fryer, Electronics, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/air-fryer-6-l-essential_120525192529232156.jpg,Electronics
35:32.6,Ahmed Enterprises,Dawlance,Dawlance Fully Automatic Washing Machine DWT 1470 PL ON INSTALLMENTS,ABW-DAWLANCE-AWM-DWT1470PL-INSTS,dawlance-fully-automatic-washing-machine-dwt-1470-pl-on-installments-2,10,130000,108999,"AHMEDent12, Alfa, Electronics, Home appliances, Washing machine",https://cdn.comverseglobal.com/alfa/products/product_images/dawlance-awm-dwt-1470-pl_130525103634668368.png,Electronics
35:32.0,Ahmed Enterprises,Dawlance,DAWLANCE Washing Machine DWT 1166 X ADS + Plus Fully Automatic Top Load ON INSTALLMENTS,ABW-DAWLANCE-DWT-1166ADS+-INSTS,dawlance-washing-machine-dwt-1166-x-ads-plus-fully-automatic-top-load-on-installments-2,10,110000,97899,"AHMEDent12, Alfa, Electronics, Home appliances, Washing machine",https://cdn.comverseglobal.com/alfa/products/product_images/dawlance-dwt-1166-ads_130525103648807875.png,Electronics
35:31.4,Ahmed Enterprises,Dawlance,DAWLANCE Automatic Washing Machine DWT-14711 FLT ON INSTALLMENTS,ABW-DAWLANCE-AWM-DWT14711 FLT-INSTS,dawlance-automatic-washing-machine-dwt-14711-flt-on-installments-5,10,134000,112399,"AHMEDent12, Alfa, Electronics, Home appliances, Washing machine",https://cdn.comverseglobal.com/alfa/products/product_images/dawlance-awm-dwt-14711-flt_130525103732504165.png,Electronics
35:30.6,Ahmed Enterprises,Dawlance,DAWLANCE Automatic Washing Machine DWT 1167 FLT ON INSTALLMENTS,ABW-DAWLANCE-DWT-1167FLT+-INSTS,dawlance-automatic-washing-machine-dwt-1167-flt-on-installments-2,10,101100,88699,"AHMEDent12, Alfa, Electronics, Home appliances, Washing machine",https://cdn.comverseglobal.com/alfa/products/product_images/dawlance-dwt-1167-flt_130525103742427906.png,Electronics
35:29.9,Ahmed Enterprises,Dawlance,DAWLANCE Automatic Top Load DWT 1775 PL ON INSTALLMENTS,ABW-DAWLANCE-DWT-1775-INSTS,dawlance-automatic-top-load-dwt-1775-pl-on-installments-3,10,180000,152499,"AHMEDent12, Alfa, Electronics, Home appliances, Washing machine",https://cdn.comverseglobal.com/alfa/products/product_images/dawlance-dwt-1775_130525103752639407.png,Electronics
35:29.3,Ahmed Enterprises,Dawlance,DAWLANCE 1165 PL Automatic Washing Machine (11 kg) ON INSTALLMENTS,ABW-DAWLANCE_AWM_DWT1165PL_INSTS,dawlance-1165-pl-automatic-washing-machine-11-kg-on-installments-2,10,99990,86699,"AHMEDent12, Alfa, Electronics, Home appliances, Washing machine",https://cdn.comverseglobal.com/alfa/products/product_images/dawlance-awm-dwt-1165-pl_130525103801371581.png,Electronics
35:28.7,Ahmed Enterprises,Kenwood,KENWOOD SMP50 Sandwich Maker ON INSTALLMENTS,ABK-KENWOOD-SMM50-INSTS,kenwood-smp50-sandwich-maker-on-installments-2,11,21000,18900,"Alfa, Electronics, Home appliances, Kitchen appliances, Sandwich maker",https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-smp50-sandwich-maker_130525011236647766.png,Electronics
35:28.1,Ahmed Enterprises,Kenwood,KENWOOD SANDWICH MAKER Model SMM-00 ON INSTALLMENTS,ABK-KENWOOD-SMM00-INSTS,kenwood-sandwich-maker-model-smm-00-on-installments-3,11,15990,14100,"Alfa, Electronics, Home appliances, Kitchen appliances, Sandwich maker",https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-sandwich-maker-model-smm-00_130525011253261890.png,Electronics
35:27.4,Ahmed Enterprises,Kenwood,KENWOOD POWER BLENDER Model BLM45.720SS ON INSTALLMENTS,ABK-KENWOOD-BLM45.720S-INSTSF,kenwood-power-blender-model-blm45720ss-on-installments-1,10,27900,22400,"Alfa, Blenders, Choppers & Mincers, Electronics, Food factory, Home appliances, Juicers, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-power-blender-model-blm45720ss_130525011613868168.png,Electronics
35:26.2,Ahmed Enterprises,Kenwood,KENWOOD MULTIPRO EXPRESS FOOD PROCESSOR Model FDP65.750WH ON INSTALLMENTS,ABK-KENWOOD-FDP65.750WH-INSTSF,kenwood-multipro-express-food-processor-model-fdp65750wh-on-installments-3,10,62990,56100,"Alfa, Blenders, Electronics, Food factory, Home appliances, Juicers, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-multipro-express-food-processor-model-fdp65750wh_130525011646308172.png,Electronics
35:25.4,Ahmed Enterprises,Kenwood,KENWOOD MULTI-FUNCTIONAL FOOD PROCESSOR Model FDP65.400WH ON INSTALLMENTS\,ABK-KENWOOD-FDP65.400WH-INSTSF,kenwood-multi-functional-food-processor-model-fdp65400wh-on-installments,10,62990,51700,"Alfa, Blenders, Electronics, Food factory, Home appliances, Juicers, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-multi-functional-food-processor-model-fdp65400wh_130525011702357288.png,Electronics
35:24.4,Ahmed Enterprises,Kenwood,KENWOOD Juicer Machine Model JEP02.A0WH ON INSTALLMENTS,ABK-KENWOOD-JEM50.000BK-INSTSF,kenwood-juicer-machine-model-jep02a0wh-on-installments-1,10,32000,28000,"Alfa, Electronics, Food factory, Home appliances, Juicers, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-juicer-machine-model-jep02a0wh-on-installments_130525011718801337.png,Electronics
35:23.6,Ahmed Enterprises,Kenwood,"KENWOOD HFP90.000BK Digital Air Fryers,11 Liters,2000W ON INSTALLMENTS",ABK-KENWOOD-HFP90.000BK-INSTS,kenwood-hfp90000bk-digital-air-fryers11-liters2000w-on-installments-2,10,90000,75500,"Air fryer, Alfa, Electronics, Home appliances, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-hfp90000bk-digital-air-fryers11-liters2000w_130525011734283152.png,Electronics
35:23.0,Ahmed Enterprises,Kenwood,KENWOOD HFP80.000BK 7 Liter Air Fryer ON INSTALLMENTS,ABK-KENWOOD-HFM80.000BK-INSTS,kenwood-hfp80000bk-7-liter-air-fryer-on-installments-4,10,69800,59800,"Air fryer, Alfa, Electronics, Home appliances, Kitchen appliances",https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-hfp80000bk-7-liter-air-fryer_130525013855051710.png,Electronics
