created_at,vendor_name,brand_name,title,sku,handle,inventory_quantity,original_price,discounted_price,category_names,image_links,main_category
58:21.7,Qcommerce,Apple,PTA Approval Service iPhone 16 Pro Max,PTA Approval 770-30,pta-approval-service-iphone-16-pro-max-498,9999,168293,168293,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338992858355_130525155819482237.jpg,Mobile Phones & Tablets
58:18.8,Qcommerce,Apple,PTA Approval Service iPhone 16 Pro,PTA Approval 770-29,pta-approval-service-iphone-16-pro-499,9999,151293,151293,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338960609434_130525155816382566.jpg,Mobile Phones & Tablets
58:15.5,Qcommerce,Apple,PTA Approval Service iPhone 16 Plus,PTA Approval 770-28,pta-approval-service-iphone-16-plus-448,9999,145498,145498,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338926555436_130525155813171082.jpg,Mobile Phones & Tablets
58:11.8,Qcommerce,Apple,PTA Approval Service iPhone 16,PTA Approval 770-27,pta-approval-service-iphone-16-498,9999,133150,133150,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/1747133889206376_130525155809412029.jpg,Mobile Phones & Tablets
58:08.4,Qcommerce,Apple,PTA Approval Service iPhone 15 Pro Max,PTA Approval 770-26,pta-approval-service-iphone-15-pro-max-498,9999,161393,161393,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338849510584_130525155805309670.jpg,Mobile Phones & Tablets
58:04.3,Qcommerce,Apple,PTA Approval Service iPhone 15 Pro,PTA Approval 770-25,pta-approval-service-iphone-15-pro-498,9999,148498,148498,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/1747133881439634_130525155801618137.jpg,Mobile Phones & Tablets
58:00.8,Qcommerce,Apple,PTA Approval Service iPhone 15 Plus,PTA Approval 770-24,pta-approval-service-iphone-15-plus-498,9999,136498,136498,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/1747133877563903_130525155758020950.jpg,Mobile Phones & Tablets
57:56.9,Qcommerce,Apple,PTA Approval Service iPhone 15,PTA Approval 770-23,pta-approval-service-iphone-15-499,9999,126188,126188,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338738409247_130525155754128843.jpg,Mobile Phones & Tablets
57:53.4,Qcommerce,Apple,PTA Approval Service iPhone 14 Pro Max,PTA Approval 770-22,pta-approval-service-iphone-14-pro-max-500,9999,143693,143693,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338708771398_130525155751059647.jpg,Mobile Phones & Tablets
57:50.4,Qcommerce,Apple,PTA Approval Service iPhone 14 Pro,PTA Approval 770-21,pta-approval-service-iphone-14-pro-499,9999,137993,137993,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338675997007_130525155747911307.jpg,Mobile Phones & Tablets
57:47.0,Qcommerce,Apple,PTA Approval Service iPhone 14 Plus,PTA Approval 770-20,pta-approval-service-iphone-14-plus-498,9999,138698,138698,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338642862139_130525155744633278.jpg,Mobile Phones & Tablets
57:43.8,Qcommerce,Apple,PTA Approval Service iPhone 14,PTA Approval 770-19,pta-approval-service-iphone-14-499,9999,123838,123838,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/1747133861253469_130525155741434475.jpg,Mobile Phones & Tablets
57:40.7,Qcommerce,Apple,PTA Approval Service iPhone 13 Pro Max,PTA Approval 770-18,pta-approval-service-iphone-13-pro-max-499,9999,124293,124293,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338579256878_130525155738117633.jpg,Mobile Phones & Tablets
57:37.5,Qcommerce,Apple,PTA Approval Service iPhone 13 Pro,PTA Approval 770-17,pta-approval-service-iphone-13-pro-497,9999,120598,120598,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/1747133854148556_130525155734867179.jpg,Mobile Phones & Tablets
57:33.1,Qcommerce,Apple,PTA Approval Service iPhone 13 Plus,PTA Approval 770-16,pta-approval-service-iphone-13-plus-497,9999,120298,120298,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338491966243_130525155729495590.jpg,Mobile Phones & Tablets
57:28.7,Qcommerce,Apple,PTA Approval Service iPhone 13 Mini,PTA Approval 770-14,pta-approval-service-iphone-13-mini-497,9999,105599,105599,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338457910976_130525155726008193.jpg,Mobile Phones & Tablets
57:25.3,Qcommerce,Apple,PTA Approval Service iPhone 13,PTA Approval 770-15,pta-approval-service-iphone-13-497,9999,110699,110699,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338428263354_130525155723010910.jpg,Mobile Phones & Tablets
57:22.4,Qcommerce,Apple,PTA Approval Service iPhone 12 Pro Max,PTA Approval 770-13,pta-approval-service-iphone-12-pro-max-497,9999,122783,122783,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338392786486_130525155719474614.jpg,Mobile Phones & Tablets
57:18.7,Qcommerce,Apple,PTA Approval Service iPhone 12 Pro,PTA Approval 770-12,pta-approval-service-iphone-12-pro-497,9999,118598,118598,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338357738562_130525155715958308.jpg,Mobile Phones & Tablets
57:15.3,Qcommerce,Apple,PTA Approval Service iPhone 12 Mini,PTA Approval 770-10,pta-approval-service-iphone-12-mini-497,9999,89799,89799,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338325529385_130525155712765838.jpg,Mobile Phones & Tablets
57:12.1,Qcommerce,Apple,PTA Approval Service iPhone 12,PTA Approval 770-11,pta-approval-service-iphone-12-497,9999,101000,101000,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338269797697_130525155707375735.jpg,Mobile Phones & Tablets
57:06.5,Qcommerce,Apple,PTA Approval Service iPhone 11 Pro Max,PTA Approval 770-9,pta-approval-service-iphone-11-pro-max-497,9999,107298,107298,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338238590558_130525155704063239.jpg,Mobile Phones & Tablets
57:03.3,Qcommerce,Apple,PTA Approval Service iPhone 11 Pro,PTA Approval 770-8,pta-approval-service-iphone-11-pro-497,9999,99999,99999,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338204727154_130525155700941359.jpg,Mobile Phones & Tablets
56:59.8,Qcommerce,Apple,PTA Approval Service iPhone 11,PTA Approval 770-7,pta-approval-service-iphone-11-497,9999,71999,71999,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/1747133813181731_130525155653776254.jpg,Mobile Phones & Tablets
56:52.7,Qcommerce,Apple,PTA Approval Service Samsung S25 Ultra,PTA Approval 770-1,pta-approval-service-samsung-s25-ultra-69,9999,159999,159999,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471338072999551_130525155649832539.jpg,Mobile Phones & Tablets
56:46.4,Qcommerce,Samsung,PTA Approval Service Samsung S24 Ultra,PTA Approval 770-5,pta-approval-service-samsung-s24-ultra-498,9999,178399,178399,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471337987294385_130525155641075570.jpg,Mobile Phones & Tablets
56:38.2,Qcommerce,Samsung,PTA Approval Service Samsung S24,PTA Approval 770-4,pta-approval-service-samsung-s24-499,9999,184999,184999,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/1747133794037874_130525155634953776.jpg,Mobile Phones & Tablets
56:33.4,Qcommerce,Samsung,PTA Approval Service Samsung S23 Ultra,PTA Approval 770-3,pta-approval-service-samsung-s23-ultra-498,9999,154599,154599,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/1747133789993951_130525155630410359.jpg,Mobile Phones & Tablets
56:29.5,Qcommerce,Samsung,PTA Approval Service Samsung S23,PTA Approval 770-2,pta-approval-service-samsung-s23-497,9999,144999,144999,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/17471337837437189_130525155626507707.jpg,Mobile Phones & Tablets
56:23.0,Qcommerce,Samsung,PTA Approval Samsung S22 Ultra,PTA Approval 770-6,pta-approval-samsung-s22-ultra-521,9999,133999,133999,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/174713377826877_130525155619566401.jpg,Mobile Phones & Tablets
41:35.9,WOJOZO,Apple,iPhone16 Official PTA Approval Service on Installments,PTAAPP157_IP16_WOJOZO,iphone16-official-pta-approval-service-on-installments-139,1000,133088,133088,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-16_120525215724165962.jpg,Mobile Phones & Tablets
41:32.7,WOJOZO,Apple,iPhone 16 Pro Official PTA Approval Service on Installments,PTAAPP157_IP16P_WOJOZO,iphone-16-pro-official-pta-approval-service-on-installments-139,1000,151288,151288,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-16p_120525215745440211.jpg,Mobile Phones & Tablets
41:32.0,WOJOZO,Apple,iPhone 16 Pro Max Official PTA Approval Service on Installments,PTAAPP157_IP16PM_WOJOZO,iphone-16-pro-max-official-pta-approval-service-on-installments-139,1000,168284,168284,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-16pm_120525215800674571.jpg,Mobile Phones & Tablets
41:31.3,WOJOZO,Apple,iPhone 15Pro Official PTA Approval Service on Installments,PTAAPP157_IP15P_WOJOZO,iphone-15pro-official-pta-approval-service-on-installments-139,1000,148488,148488,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-15p_120525215815647428.jpg,Mobile Phones & Tablets
41:30.3,WOJOZO,Apple,iPhone 15 Pro Max Official PTA Approval Service on Installments,PTAAPP157_IP15PM_WOJOZO,iphone-15-pro-max-official-pta-approval-service-on-installments-139,1000,161388,161388,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-15pm_120525215830674450.jpg,Mobile Phones & Tablets
41:29.5,WOJOZO,Apple,iPhone 15 Official PTA Approval Service on Installments,PTAAPP157_IP15_WOJOZO,iphone-15-official-pta-approval-service-on-installments-139,1000,125788,125788,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-15_120525215844794700.jpg,Mobile Phones & Tablets
41:28.9,WOJOZO,Apple,iPhone 14 Pro Official PTA Approval Service on Installments,PTAAPP157_IP14P_WOJOZO,iphone-14-pro-official-pta-approval-service-on-installments-139,1000,137988,137988,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-14p_120525215909467563.jpg,Mobile Phones & Tablets
41:28.1,WOJOZO,Apple,iPhone 14 Pro Max Official PTA Approval Service on Installments,PTAAPP157_IP14PM_WOJOZO,iphone-14-pro-max-official-pta-approval-service-on-installments-139,1000,143688,143688,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-14pm_120525215929110016.jpg,Mobile Phones & Tablets
41:27.3,WOJOZO,Apple,iPhone 14 Official PTA Approval Service on Installments,PTAAPP157_IP14_WOJOZO,iphone-14-official-pta-approval-service-on-installments-139,1000,123688,123688,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-14_120525215945487152.jpg,Mobile Phones & Tablets
41:26.6,WOJOZO,Apple,iPhone 13 Pro Max Official PTA Approval Service on Installments,PTAAPP157_IP13PM_WOJOZO,iphone-13-pro-max-official-pta-approval-service-on-installments-139,1000,124288,124288,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/alfamall-post_120525220000404046.png,Mobile Phones & Tablets
41:25.5,WOJOZO,Apple,iPhone 13 Official PTA Approval Service on Installments,PTAAPP157_IP13_WOJOZO,iphone-13-official-pta-approval-service-on-installments-139,1000,108388,108388,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-13_120525220017785826.jpg,Mobile Phones & Tablets
41:24.8,WOJOZO,Apple,iPhone 12 Pro Max Official PTA Approval Service on Installments,PTAAPP157_IP12PM_WOJOZO,iphone-12-pro-max-official-pta-approval-service-on-installments-138,1000,122784,122784,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/alfamall-post_120525220044917835.png,Mobile Phones & Tablets
41:24.1,WOJOZO,Apple,iPhone 11 Official PTA Approval Service on Installments,PTAAPP157_IP11_WOJOZO,iphone-11-official-pta-approval-service-on-installments-139,1000,66689,66689,"Mobile Phones & Tablets, PTA Approval, PTA Iphone",https://cdn.comverseglobal.com/alfa/products/product_images/pta-11_120525220106324750.jpg,Mobile Phones & Tablets
41:23.3,WOJOZO,Samsung,Official PTA Approval for Samsung Galaxy S24 Ultra on Installments,PTA_APP157__SGS24U_WOJOZO,official-pta-approval-for-samsung-galaxy-s24-ultra-on-installments-109,1000,178078,178078,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/samsung-galaxy-s24-ultra-pta_120525220129435664.jpg,Mobile Phones & Tablets
41:22.5,WOJOZO,Samsung,Official PTA Approval for Samsung Galaxy S23 on Installments,PTA_APP157__SGS23_WOJOZO,official-pta-approval-for-samsung-galaxy-s23-on-installments-109,1000,130777,130777,"Mobile Phones & Tablets, PTA Approval, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/samsung-galaxy-s23-pta_120525220145154688.jpg,Mobile Phones & Tablets
41:21.7,WOJOZO,Samsung,Official PTA Approval for Samsung Galaxy S23 Ultra on Installments,PTA_APP157__SGS23U_WOJOZO,official-pta-approval-for-samsung-galaxy-s23-ultra-on-installments-109,1000,154388,154388,"Mobile Phones & Tablets, PTA Approval, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/samsung-galaxy-s23-ultra_120525220156935710.jpg,Mobile Phones & Tablets
55:34.9,ScrolnShop,Samsung,PTA Official Approval Service - SAMSUNG S24 ULTRA (SNS_390),SNS_390_PTA_S24ULTRA,pta-official-approval-service-samsung-s24-ultra-sns_390,1000,178099,178099,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_s24ultra_1_110525090732816083.jpeg,Mobile Phones & Tablets
55:34.1,ScrolnShop,Samsung,PTA Official Approval Service - SAMSUNG S23 ULTRA (SNS_390),SNS_390_PTA_S23ULTRA,pta-official-approval-service-samsung-s23-ultra-sns_390,1000,154299,154299,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_s23ultra_1_110525090730702725.jpeg,Mobile Phones & Tablets
55:33.4,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 16 Plus (SNS_390),SNS_390_PTA_16PLUS,pta-official-approval-service-iphone-16-plus-sns_390,1000,145399,145399,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_16plus_1_110525090724385782.jpg,Mobile Phones & Tablets
55:31.3,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 16 PRO MAX (SNS_390),SNS_390_PTA_16PROMAX,pta-official-approval-service-iphone-16-pro-max-sns_390,1000,168199,168199,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_16promax_1_110525090728582467.jpeg,Mobile Phones & Tablets
55:30.4,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 16 PRO (SNS_390),SNS_390_PTA_16PRO,pta-official-approval-service-iphone-16-pro-sns_390,1000,151199,151199,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_16pro_1_110525090726489651.jpeg,Mobile Phones & Tablets
55:29.6,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 16 (SNS_390),SNS_390_PTA_16,pta-official-approval-service-iphone-16-sns_390,1000,132999,132999,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_16_1_110525090722287175.jpeg,Mobile Phones & Tablets
55:28.9,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 15 Plus (SNS_390),SNS_390_PTA_15PLUS,pta-official-approval-service-iphone-15-plus-sns_390,1000,136199,136199,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_15plus_1_110525090713979151.jpg,Mobile Phones & Tablets
55:28.1,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 15 PRO MAX (SNS_390),SNS_390_PTA_15PROMAX,pta-official-approval-service-iphone-15-pro-max-sns_390,1000,161299,161299,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_15promax_1_110525090719140091.jpg,Mobile Phones & Tablets
55:27.3,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 15 PRO (SNS_390),SNS_390_PTA_15PRO,pta-official-approval-service-iphone-15-pro-sns_390,1000,148399,148399,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_15pro_1_110525090716230367.jpg,Mobile Phones & Tablets
55:26.5,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 15 (SNS_390),SNS_390_PTA_15,pta-official-approval-service-iphone-15-sns_390,1000,125699,125699,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_15_1_110525090711793209.jpg,Mobile Phones & Tablets
55:25.5,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 14 Plus (SNS_390),SNS_390_PTA_14PLUS,pta-official-approval-service-iphone-14-plus-sns_390,1000,136899,136899,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_14plus_1_110525090702503330.jpg,Mobile Phones & Tablets
55:24.3,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 14 PRO MAX (SNS_390),SNS_390_PTA_14PROMAX,pta-official-approval-service-iphone-14-pro-max-sns_390,1000,143599,143599,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_14promax_1_110525090708754917.jpg,Mobile Phones & Tablets
55:23.6,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 14 PRO (SNS_390),SNS_390_PTA_14PRO,pta-official-approval-service-iphone-14-pro-sns_390,1000,137899,137899,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_14pro_1_110525090705612452.jpg,Mobile Phones & Tablets
55:22.0,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 14 (SNS_390),SNS_390_PTA_14,pta-official-approval-service-iphone-14-sns_390,1000,123599,123599,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_14_1_110525090659396574.jpg,Mobile Phones & Tablets
55:21.3,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 13 Plus (SNS_390),SNS_390_PTA_13PLUS,pta-official-approval-service-iphone-13-plus-sns_390,1000,119999,119999,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_13plus_1_110525090651739576.jpg,Mobile Phones & Tablets
55:20.5,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 13 PRO MAX (SNS_390),SNS_390_PTA_13PROMAX,pta-official-approval-service-iphone-13-pro-max-sns_390,1000,124199,124199,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_13promax_1_110525090656560681.jpg,Mobile Phones & Tablets
55:19.7,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 13 PRO (SNS_390),SNS_390_PTA_13PRO,pta-official-approval-service-iphone-13-pro-sns_390,1000,120499,120499,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_13pro_1_110525090653565938.jpg,Mobile Phones & Tablets
55:18.3,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 13 MINI (SNS_390),SNS_390_PTA_13MINI,pta-official-approval-service-iphone-13-mini-sns_390,1000,89599,89599,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_13mini_1_110525090649646462.jpg,Mobile Phones & Tablets
55:16.7,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 13 (SNS_390),SNS_390_PTA_13,pta-official-approval-service-iphone-13-sns_390,1000,108299,108299,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_13_1_110525090646744376.jpg,Mobile Phones & Tablets
55:15.6,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 12 PRO MAX (SNS_390),SNS_390_PTA_12PROMAX,pta-official-approval-service-iphone-12-pro-max-sns_390,1000,118499,118499,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_12promax_1_110525090644580970.jpeg,Mobile Phones & Tablets
55:13.8,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 12 PRO (SNS_390),SNS_390_PTA_12PRO,pta-official-approval-service-iphone-12-pro-sns_390,1000,100899,100899,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_12pro_1_110525090642403810.jpeg,Mobile Phones & Tablets
55:13.0,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 12 MINI (SNS_390),SNS_390_PTA_12MINI,pta-official-approval-service-iphone-12-mini-sns_390,1000,122499,122499,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_12mini_1_110525090640343378.jpeg,Mobile Phones & Tablets
55:11.6,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 12 (SNS_390),SNS_390_PTA_12,pta-official-approval-service-iphone-12-sns_390,1000,100799,100799,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_12_1_110525090638205622.jpeg,Mobile Phones & Tablets
55:10.6,ScrolnShop,Apple,PTA Official Approval Service - IPHONE XS MAX (SNS_390),SNS_390_PTA_XSMAX,pta-official-approval-service-iphone-xs-max-sns_390,1000,112599,112599,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_xsmax_1_110525090741234788.jpg,Mobile Phones & Tablets
55:09.9,ScrolnShop,Apple,PTA Official Approval Service - IPHONE XS (SNS_390),SNS_390_PTA_XS,pta-official-approval-service-iphone-xs-sns_390,1000,114799,114799,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_xs_1_110525090739109909.jpg,Mobile Phones & Tablets
55:09.1,ScrolnShop,Apple,PTA Official Approval Service - IPHONE XR (SNS_390),SNS_390_PTA_XR,pta-official-approval-service-iphone-xr-sns_390,1000,91199,91199,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_xr_1_110525090737062190.jpg,Mobile Phones & Tablets
55:08.5,ScrolnShop,Apple,PTA Official Approval Service - IPHONE X (SNS_390),SNS_390_PTA_X,pta-official-approval-service-iphone-x-sns_390,1000,111699,111699,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_x_1_110525090734933664.jpg,Mobile Phones & Tablets
55:07.7,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 8 PLUS (SNS_390),SNS_390_PTA_8PLUS,pta-official-approval-service-iphone-8-plus-sns_390,1000,50399,50399,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_8plus_1_110525090629410611.jpg,Mobile Phones & Tablets
55:07.0,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 8 (SNS_390),SNS_390_PTA_8,pta-official-approval-service-iphone-8-sns_390,1000,48199,48199,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_8_1_110525090627342559.jpg,Mobile Phones & Tablets
55:06.2,ScrolnShop,Apple,PTA Official Approval Service - IPHONE 7 PLUS (SNS_390),SNS_390_PTA_7PLUS,pta-official-approval-service-iphone-7-plus-sns_390,1000,46199,46199,"Mobile Phones & Tablets, PTA Approval, PTA Iphone, PTA Samsung",https://cdn.comverseglobal.com/alfa/products/product_images/sns_390_pta_7plus_1_110525090625195874.jpg,Mobile Phones & Tablets
